x,y,R_c,V_target
339.773,215.596,12094903534952.352,15.363115483011509
330.765,215.59,952609815888.3998,15.363115483011509
321.616,215.566,23.486126223037825,15.363115483011509
312.325,215.529,24.336624997800453,15.363115483011509
302.896,215.487,25.04362618480776,15.363115483011509
293.331,215.44,1093021412675.2222,15.363115483011509
283.63,215.391,935608543004.1536,15.363115483011509
273.798,215.339,1147673852658.527,15.363115483011509
263.832,215.284,5959113616509.192,15.363115483011509
253.738,215.225,1005409559439.9364,15.363115483011509
243.516,215.162,5044.41523269039,15.363115483011509
233.169,215.096,29.84758542323184,15.363115483011509
222.7,215.031,5405.663267700167,15.363115483011509
212.188,214.972,5313.786731288848,15.363115483011509
201.8,214.931,6477262383360.605,15.363115483011509
191.547,214.968,28.90362503566305,15.363115483011509
181.428,215.08,28.49084712547792,15.363115483011509
171.439,215.214,26.991907896464493,15.363115483011509
161.576,215.386,27.33577520909465,15.363115483011509
151.855,215.64,828.100054820701,19.799958869316136
142.361,215.965,1175793994496.6477,19.799958869316136
